t,mission_id,point_idx,x,y
110.0,110,1,5.0,1.0
110.0,110,2,5.0,4.0
110.0,110,3,3.0,5.0
110.0,110,4,1.0,5.0
110.0,110,5,0.0,4.0
110.0,110,6,0.0,1.0
110.0,110,7,1.0,0.0
111.0,111,0,3.0,0.0
111.0,111,1,5.0,1.0
111.0,111,2,5.0,4.0
111.0,111,3,3.0,5.0
111.0,111,4,1.0,5.0
111.0,111,5,0.0,4.0
111.0,111,6,0.0,1.0
111.0,111,7,1.0,0.0
112.0,112,0,3.0,0.0
112.0,112,1,5.0,1.0
112.0,112,2,5.0,4.0
112.0,112,3,3.0,5.0
112.0,112,4,1.0,5.0
112.0,112,5,0.0,4.0
112.0,112,6,0.0,1.0
112.0,112,7,1.0,0.0
113.0,113,0,3.0,0.0
113.0,113,1,5.0,1.0
113.0,113,2,5.0,4.0
113.0,113,3,3.0,5.0
113.0,113,4,1.0,5.0
113.0,113,5,0.0,4.0
113.0,113,6,0.0,1.0
113.0,113,7,1.0,0.0
114.0,114,0,3.0,0.0
114.0,114,1,5.0,1.0
114.0,114,2,5.0,4.0
114.0,114,3,3.0,5.0
114.0,114,4,1.0,5.0
114.0,114,5,0.0,4.0
114.0,114,6,0.0,1.0
114.0,114,7,1.0,0.0
115.0,115,0,3.0,0.0
115.0,115,1,5.0,1.0
115.0,115,2,5.0,4.0
115.0,115,3,3.0,5.0
115.0,115,4,1.0,5.0
115.0,115,5,0.0,4.0
115.0,115,6,0.0,1.0
115.0,115,7,1.0,0.0
116.0,116,0,3.0,0.0
116.0,116,1,5.0,1.0
116.0,116,2,5.0,4.0
116.0,116,3,3.0,5.0
116.0,116,4,1.0,5.0
116.0,116,5,0.0,4.0
116.0,116,6,0.0,1.0
116.0,116,7,1.0,0.0
117.0,117,0,3.0,0.0
117.0,117,1,5.0,1.0
117.0,117,2,5.0,4.0
117.0,117,3,3.0,5.0
117.0,117,4,1.0,5.0
117.0,117,5,0.0,4.0
117.0,117,6,0.0,1.0
117.0,117,7,1.0,0.0
118.0,118,0,3.0,0.0
118.0,118,1,5.0,1.0
118.0,118,2,5.0,4.0
118.0,118,3,3.0,5.0
118.0,118,4,1.0,5.0
118.0,118,5,0.0,4.0
118.0,118,6,0.0,1.0
118.0,118,7,1.0,0.0
119.0,119,0,3.0,0.0
119.0,119,1,5.0,1.0
119.0,119,2,5.0,4.0
119.0,119,3,3.0,5.0
119.0,119,4,1.0,5.0
119.0,119,5,0.0,4.0
119.0,119,6,0.0,1.0
119.0,119,7,1.0,0.0
120.0,120,0,3.0,0.0
120.0,120,1,5.0,1.0
120.0,120,2,5.0,4.0
120.0,120,3,3.0,5.0
120.0,120,4,1.0,5.0
120.0,120,5,0.0,4.0
120.0,120,6,0.0,1.0
120.0,120,7,1.0,0.0
121.0,121,0,3.0,0.0
121.0,121,1,5.0,1.0
121.0,121,2,5.0,4.0
121.0,121,3,3.0,5.0
121.0,121,4,1.0,5.0
121.0,121,5,0.0,4.0
121.0,121,6,0.0,1.0
121.0,121,7,1.0,0.0
122.0,122,0,3.0,0.0
122.0,122,1,5.0,1.0
122.0,122,2,5.0,4.0
122.0,122,3,3.0,5.0
122.0,122,4,1.0,5.0
122.0,122,5,0.0,4.0
122.0,122,6,0.0,1.0
122.0,122,7,1.0,0.0
123.0,123,0,3.0,0.0
123.0,123,1,5.0,1.0
123.0,123,2,5.0,4.0
123.0,123,3,3.0,5.0
123.0,123,4,1.0,5.0
123.0,123,5,0.0,4.0
123.0,123,6,0.0,1.0
123.0,123,7,1.0,0.0
124.0,124,0,3.0,0.0
124.0,124,1,5.0,1.0
124.0,124,2,5.0,4.0
124.0,124,3,3.0,5.0
124.0,124,4,1.0,5.0
124.0,124,5,0.0,4.0
124.0,124,6,0.0,1.0
124.0,124,7,1.0,0.0
125.0,125,0,3.0,0.0
125.0,125,1,5.0,1.0
125.0,125,2,5.0,4.0
125.0,125,3,3.0,5.0
125.0,125,4,1.0,5.0
125.0,125,5,0.0,4.0
125.0,125,6,0.0,1.0
125.0,125,7,1.0,0.0
126.0,126,0,3.0,0.0
126.0,126,1,5.0,1.0
126.0,126,2,5.0,4.0
126.0,126,3,3.0,5.0
126.0,126,4,1.0,5.0
126.0,126,5,0.0,4.0
126.0,126,6,0.0,1.0
126.0,126,7,1.0,0.0
127.0,127,0,3.0,0.0
127.0,127,1,5.0,1.0
127.0,127,2,5.0,4.0
127.0,127,3,3.0,5.0
127.0,127,4,1.0,5.0
127.0,127,5,0.0,4.0
127.0,127,6,0.0,1.0
127.0,127,7,1.0,0.0
128.0,128,0,3.0,0.0
128.0,128,1,5.0,1.0
128.0,128,2,5.0,4.0
128.0,128,3,3.0,5.0
128.0,128,4,1.0,5.0
128.0,128,5,0.0,4.0
128.0,128,6,0.0,1.0
128.0,128,7,1.0,0.0
129.0,129,0,3.0,0.0
129.0,129,1,5.0,1.0
129.0,129,2,5.0,4.0
129.0,129,3,3.0,5.0
129.0,129,4,1.0,5.0
129.0,129,5,0.0,4.0
129.0,129,6,0.0,1.0
129.0,129,7,1.0,0.0
130.0,130,0,3.0,0.0
130.0,130,1,5.0,1.0
130.0,130,2,5.0,4.0
130.0,130,3,3.0,5.0
130.0,130,4,1.0,5.0
130.0,130,5,0.0,4.0
130.0,130,6,0.0,1.0
130.0,130,7,1.0,0.0
131.0,131,0,3.0,0.0
131.0,131,1,5.0,1.0
131.0,131,2,5.0,4.0
131.0,131,3,3.0,5.0
131.0,131,4,1.0,5.0
131.0,131,5,0.0,4.0
131.0,131,6,0.0,1.0
131.0,131,7,1.0,0.0
132.0,132,0,3.0,0.0
132.0,132,1,5.0,1.0
132.0,132,2,5.0,4.0
132.0,132,3,3.0,5.0
132.0,132,4,1.0,5.0
132.0,132,5,0.0,4.0
132.0,132,6,0.0,1.0
132.0,132,7,1.0,0.0
133.0,133,0,3.0,0.0
133.0,133,1,5.0,1.0
133.0,133,2,5.0,4.0
133.0,133,3,3.0,5.0
133.0,133,4,1.0,5.0
133.0,133,5,0.0,4.0
133.0,133,6,0.0,1.0
133.0,133,7,1.0,0.0
134.0,134,0,3.0,0.0
134.0,134,1,5.0,1.0
134.0,134,2,5.0,4.0
134.0,134,3,3.0,5.0
134.0,134,4,1.0,5.0
134.0,134,5,0.0,4.0
134.0,134,6,0.0,1.0
134.0,134,7,1.0,0.0
135.0,135,0,3.0,0.0
135.0,135,1,5.0,1.0
135.0,135,2,5.0,4.0
135.0,135,3,3.0,5.0
135.0,135,4,1.0,5.0
135.0,135,5,0.0,4.0
135.0,135,6,0.0,1.0
135.0,135,7,1.0,0.0
136.0,136,0,3.0,0.0
136.0,136,1,5.0,1.0
136.0,136,2,5.0,4.0
136.0,136,3,3.0,5.0
136.0,136,4,1.0,5.0
136.0,136,5,0.0,4.0
136.0,136,6,0.0,1.0
136.0,136,7,1.0,0.0
137.0,137,0,3.0,0.0
137.0,137,1,5.0,1.0
137.0,137,2,5.0,4.0
137.0,137,3,3.0,5.0
137.0,137,4,1.0,5.0
137.0,137,5,0.0,4.0
137.0,137,6,0.0,1.0
137.0,137,7,1.0,0.0
138.0,138,0,3.0,0.0
138.0,138,1,5.0,1.0
138.0,138,2,5.0,4.0
138.0,138,3,3.0,5.0
138.0,138,4,1.0,5.0
138.0,138,5,0.0,4.0
138.0,138,6,0.0,1.0
138.0,138,7,1.0,0.0
139.0,139,0,3.0,0.0
139.0,139,1,5.0,1.0
139.0,139,2,5.0,4.0
139.0,139,3,3.0,5.0
139.0,139,4,1.0,5.0
139.0,139,5,0.0,4.0
139.0,139,6,0.0,1.0
139.0,139,7,1.0,0.0
140.0,140,0,3.0,0.0
140.0,140,1,5.0,1.0
140.0,140,2,5.0,4.0
140.0,140,3,3.0,5.0
140.0,140,4,1.0,5.0
140.0,140,5,0.0,4.0
140.0,140,6,0.0,1.0
140.0,140,7,1.0,0.0
141.0,141,0,3.0,0.0
141.0,141,1,5.0,1.0
141.0,141,2,5.0,4.0
141.0,141,3,3.0,5.0
141.0,141,4,1.0,5.0
141.0,141,5,0.0,4.0
141.0,141,6,0.0,1.0
141.0,141,7,1.0,0.0
142.0,142,0,3.0,0.0
142.0,142,1,5.0,1.0
142.0,142,2,5.0,4.0
142.0,142,3,3.0,5.0
142.0,142,4,1.0,5.0
142.0,142,5,0.0,4.0
142.0,142,6,0.0,1.0
142.0,142,7,1.0,0.0
143.0,143,0,3.0,0.0
143.0,143,1,5.0,1.0
143.0,143,2,5.0,4.0
143.0,143,3,3.0,5.0
143.0,143,4,1.0,5.0
143.0,143,5,0.0,4.0
143.0,143,6,0.0,1.0
143.0,143,7,1.0,0.0
